cardIndex, vocabulary, vocaInterpret, sentence, sentenceInterpret
635, hike, 하이킹[도보 여행], My family went on a hike on Sunday., 우리 가족은 일요일에 하이킹을 갔다.
636, business, 사업; 거래, I want to do business with you., 당신과 거래하고 싶습니다.
637, choir, 합창단, The choir stood up to sing., 그 합창단은 노래하려고 일어났다.
638, locker, 사물함, I left my books in my school locker., 나는 학교 사물함에 책들을 두고 왔다.
639, sightseeing, 관광, They went to Rome to go sightseeing., 그들은 관광을 하러 로마에 갔다.
640, throat, 목/ 목구멍, She had a sore throat., 그녀는 목이 아팠다.
641, nervous, 긴장한/ 불안한, I feel nervous before a test., 나는 시험 전에는 긴장된다.
642, hurricane, 허리케인, The house lost its roof in the hurricane., 허리케인으로 그 집의 지붕이 날아갔다.
643, spread, 펴다/ 펼치다, He spread the map on the floor., 그는 바닥에 그 지도를 펼쳤다.
644, brain, 뇌, How does the human brain work?, 인간의 뇌는 어떻게 작동합니까?
645, rapidly, 급속히, Our company is growing very rapidly., 우리 회사는 매우 급속히 성장하고 있다.
646, riddle, 수수께끼, I can't solve this riddle., 이 수수께끼를 못 풀겠어.
647, seem, ~처럼 보이다, You seem really happy today., 오늘 굉장히 행복해 보여요.
648, fountain, 분수, There was a fountain in the park., 그 공원에는 분수가 있었다.
649, cancel, 취소하다, The game was cancelled because of the rain., 그 경기는 비 때문에 취소되었다.
650, attack, 공격, Their attack began at night., 그들의 공격은 밤에 시작되었다.
651, tap, 수도꼭지, Did you turn off the tap?, 수도꼭지 잠갔니?
652, ease, 쉬움, We beat the team with ease., 우리는 그 팀을 쉽게 이겼다.
653, lay, 놓다/ 두다, I laid my keys on the table., 나는 열쇠를 탁자 위에 놓았다.
654, branch, 나뭇가지, He broke a branch off the tree., 그는 그 나무에서 가지 하나를 꺾었다.
655, cardboard, 판지/ 마분지, The gift was in a cardboard box., 그 선물은 판지 상자에 담겨 있었다.
656, possible, 가능한, Is it possible to get a train ticket?, 기차표를 구하는 것이 가능합니까?
657, tribe, 종족/ 부족, The Masai are a tribe in Africa., 마사이족은 아프리카에 있는 부족이다.
658, dirt, 먼지/ 때, This soap washes off dirt well., 이 비누는 때가 잘 빠진다.
659, eastern, 동쪽의, The city is on the eastern side of the mountain., 그 도시는 산의 동쪽에 있다.
660, balance, (몸의) 균형, He lost his balance and fell., 그는 균형을 잃고 넘어졌다.
661, animation, 애니메이션, We went to watch an animation movie., 우리는 애니메이션 영화를 보러 갔다.
662, pattern, (사고·행동) 패턴, How about changing your life pattern?, 생활 패턴을 바꾸는 게 어때?
663, equally, 똑같이, Both of you are equally important to me., 너희 둘 다 나에게 똑같이 소중해.
664, data, 자료, We gathered data for the study., 우리는 그 연구를 위해 자료를 수집했다.
665, niece, 조카딸, My niece was born yesterday., 내 조카딸이 어제 태어났다.
666, invent, 발명하다, The Wright brothers invented the airplane., 라이트 형제는 비행기를 발명했다.
667, value, 가치/ 가격, The value of the house doubled., 그 집의 가격은 두 배가 되었다.
668, steel, 강철, The bridge is made of steel., 그 다리는 강철로 만들어져 있다.
669, within, ~이내에[안에], I'll call you within 10 minutes., 10분 이내에 전화 드릴께요.
670, regular, 정기적인, We have a regular meeting on Sundays., 우리는 일요일마다 정기 모임을 가집니다.
671, feather, 깃털, All birds have feathers., 모든 새는 깃털이 있다.
672, capital, 수도, Seoul is the capital of Korea., 서울은 한국의 수도이다.
673, asleep, 잠든, The baby is asleep in bed., 그 아기는 침대에서 잠들어 있다.
674, fold, 접다, Fold the paper in half., 종이를 반으로 접으세요.
675, idiom, 숙어, I learn five English idioms every day., 나는 매일 다섯 개의 영어 숙어를 배운다.
676, connect, 연결하다, I connected the printer to my computer., 나는 그 프린터를 내 컴퓨터에 연결했다.
677, pace, 속도, Can we walk at a slower pace?, 더 느린 속도로 걸어도 될까요?
678, lend, 빌려주다, I lent my book to him., 나는 그에게 내 책을 빌려주었다.
679, memory, 기억(력), She has a good memory for names., 그녀는 이름을 잘 기억한다.
680, lean, (몸을) 숙이다, I leaned over the desk., 나는 책상 위로 몸을 숙였다.
681, escape, 탈출하다, They escaped from prison., 그들은 감옥에서 탈출했다.
682, subject, 주제, Can we change the subject?, 주제를 바꿔 볼까요?
683, success, 성공, Hard work is the key to success., 노력이 성공의 비결이다.
684, nest, (새의) 둥지, The bird laid its eggs in the nest., 그 새는 둥지에 알을 낳았다.
685, mop, 대걸레, Clean the kitchen with a mop., 대걸레로 부엌을 청소해라.
686, beggar, 거지, I gave some coins to the beggar., 나는 그 거지에게 동전 몇 개를 주었다.
687, pile, 쌓아 놓은 것/ 더미, There is a pile of dirty clothes in my room., 내 방에 더러운 옷 한 더미가 있다.
688, victory, 승리, The match ended in our victory., 그 경기는 우리의 승리로 끝났다.
689, tire, 지치게 하다, The long trip tired her., 긴 여행이 그녀를 지치게 했다.
690, direct, 직접적인, What is the direct effect of it?, 그것의 직접적인 효과는 무엇입니까?
691, refuse, 거부하다, He refused to answer my question., 그는 내 질문에 대답하기를 거부했다.
692, soul, 영혼; 마음, I prayed for the souls of the dead., 나는 죽은 사람들의 영혼을 위해 기도했다.
693, photographer, 사진작가, She is a famous fashion photographer., 그녀는 유명한 패션 사진작가이다.
694, loss, 손실/ 손해, The flood caused a huge loss of life., 그 홍수는 큰 인명 손실을 가져왔다.
695, track, (밟아서 생긴) 길, Follow the track into the woods., 숲으로 난 길을 따라가라.
696, treasure, 보물, They buried the treasure in the ground., 그들은 보물을 땅에 묻었다.
697, steal, 훔치다, The boy stole money from the store., 그 소년은 가게에서 돈을 훔쳤다.
698, skin, 피부, Her skin is as white as snow., 그녀의 피부는 눈처럼 하얗다.
699, instead, 그 대신에, Mom was sick/ so I prepared dinner instead., 엄마가 아파서/ 대신에 내가 저녁을 준비했다.
700, university, (종합) 대학교, My brother is a university student., 우리 오빠는 대학생이다.
701, tag, 꼬리표, Did you put a name tag on it?, 거기에 이름표를 붙였니?
702, stare, 응시하다, Why is she staring at me?, 왜 그녀가 나를 빤히 쳐다보고 있지?
703, bill, 청구서, I have a lot of bills to pay., 지불해야 할 청구서가 많아.
704, tub, 통/ 물통, I picked up the tub of ice cream., 나는 그 아이스크림 통을 집었다.
705, brief, 짧은/ 단시간의, We had a brief meeting., 우리는 짧은 회의를 가졌다.
706, loose, 헐거운, The handle of the pot is loose., 냄비 손잡이가 헐겁다.
707, worse, 더 나쁜, His grades got worse than before., 그의 성적은 전보다 더 나빠졌다.
708, row, 열/ 줄, Please stand in two rows., 두 줄로 서 주세요.
709, downtown, 시내에서[로], Does this bus go downtown?, 이 버스는 시내로 가나요?
710, item, 항목/ 사항, What is the next item on the list?, 그 목록의 다음 항목은 뭐죠?
711, bitter, (맛이) 쓴, This tea has a bitter taste., 이 차는 쓴 맛이 난다.
712, action, 행동/ 조치, We need to take action right now., 지금 당장 조치를 취해야 한다.
713, schoolwork, 학교 공부, I'll help you with your schoolwork., 네 학교 공부를 도와줄게.
714, manner, 방식/ 태도, We work in the same manner., 우리는 같은 방식으로 일한다.
715, puppet, 인형/ 꼭두각시, The kids saw a puppet show., 그 아이들은 인형극을 보았다.
716, closely, 자세히/ 가까이, Watch my mouth closely., 제 입을 자세히 보세요.
717, coast, 해안, She drove along the coast., 그녀는 해안을 따라 차를 몰았다.
718, grain, 곡물, A man is feeding grain to horses., 한 남자가 말들에게 곡물을 먹이고 있다.
719, major, 주요한, What are the major problems of the city?, 그 도시의 주요 문제점들은 무엇입니까?
720, site, 현장/ 장소, The police reached the site of the accident., 경찰이 사고 현장에 도착했다.
721, slave, 노예, He worked all day like a slave., 그는 온종일 노예처럼 일했다.
722, choice, 선택(권), You have a choice of soda or coffee., 당신은 탄산 음료나 커피를 선택할 수 있습니다.
723, poison, 독/ 독약, The enemy used poison gas., 적군은 독가스를 사용했다.
724, tend, ~하는 경향이 있다, I tend to eat too much., 나는 과식하는 경향이 있다.
725, emotion, 감정, He doesn't show his emotions to others., 그는 다른 사람들에게 감정을 드러내지 않는다.
726, stove, 난로, Come over by the stove and warm up., 난로 가까이에 와서 몸을 녹이세요.
727, scold, 꾸짖다, The teacher scolded them for talking in class., 선생님은 수업 시간에 떠든 것에 대해 그들을 꾸짖었다.
728, guard, 경비[경호]원, There are guards at the entrance., 입구에 경비원들이 있다.
729, delight, 기쁨/ 즐거움, The children laughed with delight., 그 아이들은 기뻐서 웃었다.
730, thinker, 사상가, He was one of the greatest thinkers in history., 그는 역사상 가장 위대한 사상가들 중 한 명이었다.
731, smooth, 매끈한/ 순조로운, A baby's skin is very smooth., 아기의 살결은 매우 매끄럽다.
732, tune, 곡/ 음, I played a tune on the guitar., 나는 기타로 한 곡을 연주했다.
733, net, 그물, They threw the net into the sea., 그들은 바다로 그물을 던졌다.
734, mild, 가벼운/ 순한/ 따뜻한, He seems to be a mild man., 그는 순한 사람처럼 보인다.
735, hunter, 사냥꾼, The hunter caught a deer., 그 사냥꾼은 사슴 한 마리를 잡았다.
736, neighborhood, 지역/ 인근, We moved to a beautiful neighborhood., 우리는 아름다운 지역으로 이사를 갔다.
737, anger, 화/ 분노, I shouted at them in anger., 나는 화가 나서 그들에게 소리쳤다.
738, clerk, 점원, The store clerk is very kind., 그 가게 점원은 매우 친절하다.
739, prove, 증명[입증]하다, Prove that you are right., 네 말이 맞다는 것을 증명해봐.
740, remain, 여전히[계속] ~이다, She remained silent., 그녀는 계속 침묵하고 있었다.
741, ladder, 사다리, He is climbing up the ladder., 그는 사다리를 올라가고 있다.
742, heal, 치유되다, Her arm is healing nicely., 그녀의 팔은 잘 낫고 있다.
743, force, 힘, He pushed the rock with great force., 그는 엄청난 힘으로 그 바위를 밀었다.
744, afterward, 후에, Visit us again two weeks afterward., 2주 후에 다시 방문하세요.
745, plain, 분명한, The answer was quite plain., 그 답은 아주 분명했다.
746, actor, 배우, My favorite actor is in that movie., 내가 좋아하는 배우가 그 영화에 나온다.
747, average, 평균(의), The average age of my family is 25., 우리 가족의 평균 나이는 25세이다.
748, deny, 부인하다, He denied that he made a mistake., 그는 자신이 실수했다는 것을 부인했다.
749, wisely, 현명하게, Use your time wisely., 시간을 현명하게 사용해라.
750, fond, (~을) 좋아하는, I'm fond of riding my bicycle., 나는 자전거 타기를 좋아한다.
751, although, 비록 ~일지라도, Although he is old/ he is still active., 그는 비록 나이는 많지만 여전히 활동적이다.
752, supper, 저녁 식사, I usually have supper at 8 p.m., 나는 보통 오후 8시에 저녁 식사를 한다.
753, motto, 좌우명, My motto is “You can do it.”, 나의 좌우명은 '하면 된다'이다.
754, western, 서쪽의, Rome is in the western part of Italy., 로마는 이탈리아의 서부 지역에 있다.
755, fame, 명성, She gained a lot of fame as a singer., 그녀는 가수로서 많은 명성을 얻었다.
756, string, 끈/ 줄, Tie the box up with a string., 그 상자를 끈으로 묶어라.
757, link, 관련시키다, The accident is linked to his death., 그 사고는 그의 죽음과 연관이 있다.
758, found, 설립하다, They founded the school 10 years ago., 그들은 10년 전에 그 학교를 설립했다.
759, southern, 남쪽의, The teacher speaks with a southern accent., 그 선생님은 남부 지방 억양으로 말한다.
760, novel, 소설, Her new novel became a bestseller., 그녀의 새 소설은 베스트셀러가 되었다.
761, slight, 약간의, There is a slight change in the plan., 그 계획에 약간의 변동이 있다.
762, classic, 고전적인, I like the classic design., 나는 고전적인 디자인을 좋아한다.
763, scary, 무서운/ 두려운, She told me a scary story., 그녀는 내게 무서운 이야기를 해 주었다.
764, sudden, 갑작스러운, He felt a sudden pain in his legs., 그는 다리에 갑작스러운 통증을 느꼈다.
765, tube, (기체 등이 흐르는) 관, The patient was breathing through a tube., 그 환자는 튜브를 통해 숨을 쉬고 있었다.
766, relative, 친척, She is one of my relatives., 그녀는 내 친척 중 한 명이다.
767, survey, 설문 조사하다, We surveyed 500 people about the topic., 우리는 그 주제에 관해 500명에게 설문 조사를 했다.
768, smoke, 연기, The room is filled with smoke., 그 방은 연기로 가득 차 있다.
769, rival, 경쟁자, He beat his rival in the race., 그는 그 경주에서 경쟁자를 이겼다.
770, insert, 넣다/ 끼우다, I inserted the key in the lock., 나는 열쇠를 자물쇠에 끼웠다.
771, brand, 상표, What is the brand of your shoes?, 네 신발 상표가 뭐니?
772, defend, 방어하다, They defended their country against the enemy., 그들은 적에 대항하여 나라를 지켰다.
773, truly, 정말로/ 참으로, The show was truly amazing., 그 공연은 정말로 놀라웠다.
774, sticky, 끈적끈적한, The floor is very sticky., 바닥이 매우 끈적끈적하다.
775, vary, (서로) 다르다, The price varies from store to store., 가격은 가게마다 다르다.
776, neither, 어느 쪽도 ~아니다, Neither idea is good., 두 의견 다 좋지 않다.
777, humble, 겸손한, She was humble about her success., 그녀는 성공에 대해 겸손했다.
778, select, 선택하다, We should select one of these., 우리는 이것들 중 하나를 골라야 한다.
779, college, (단과) 대학, She entered college this year., 그녀는 올해 대학에 입학했다.
780, athlete, (운동)선수, The athlete will go to the Olympics., 그 운동선수는 올림픽에 나갈 것이다.
781, spot, 장소/ 점, It's a great spot for camping., 캠핑하기에 좋은 장소네요.
782, bite, 물다, The dog bit my left hand., 그 개가 내 왼손을 물었다.
783, origin, 기원/ 유래, This is a book about the origin of language., 이것은 언어의 기원에 관한 책이다.
784, indoor, 실내(용)의, Table tennis is an indoor sport., 탁구는 실내 운동이다.
785, navy, 해군, My brother joined the navy., 우리 오빠는 해군에 입대했다.
786, tight, (옷이) 꽉 끼는, This shirt is too tight., 이 셔츠는 너무 꽉 낀다.
787, attend, 출석[참석]하다, I attended his wedding., 나는 그의 결혼식에 참석했다.
788, shame, 부끄러움, I turned red with shame., 나는 부끄러워서 얼굴이 빨개졌다.
789, wavy, 물결 모양의, She has wavy black hair., 그녀는 웨이브가 있는 검은 머리이다.
790, banner, 현수막, They hung the banner between the trees., 그들은 나무들 사이에 그 현수막을 걸었다.
791, dew, 이슬, The flowers were wet with morning dew., 그 꽃들은 아침 이슬에 젖어 있었다.
792, port, 항구 (도시), The ship is leaving port., 그 배는 출항하고 있다.
793, crime, 범죄, The city has a high crime rate., 그 도시는 범죄율이 높다.
794, earthquake, 지진, Many buildings were destroyed by the earthquake., 많은 건물들이 그 지진으로 인해 파괴되었다.
795, failure, 실패, I learned a lesson from that failure., 나는 그 실패에서 교훈을 얻었다.
796, liberty, 자유, Our soldiers fought to defend liberty., 우리 군인들은 자유를 지키기 위해 싸웠다.
797, anytime, 언제든지, You can call me anytime., 내게 언제든지 전화해도 돼.
798, invitation, 초대, I received an invitation to his birthday party., 나는 그의 생일 파티에 초대를 받았다.
799, temple, 사원/ 절, We visited the old Buddhist temple., 우리는 그 오래된 절을 방문했다.
800, trust, 신뢰, I have a lot of trust in him., 나는 그를 매우 신뢰한다.
801, filter, 여과 장치, Did you check the air filter?, 공기 여과 장치를 확인했니?
802, damp, 축축한, My shirt is damp with sweat., 내 셔츠는 땀으로 축축하다.
803, diet, 식사; 식습관, You need to eat a more balanced diet., 너는 더 균형 잡힌 식사를 해야 한다.
804, chemistry, 화학, She teaches chemistry at a high school., 그녀는 고등학교에서 화학을 가르친다.
805, regret, 후회하다, I don't regret my decision., 나는 내 결정을 후회하지 않는다.
806, edge, 가장자리, He sat on the edge of the bed., 그는 침대 가장자리에 앉았다.
807, system, 체계/ 제도, The house has a good heating system., 그 집은 난방 체계가 잘 되어 있다.
808, strength, (육체적·정신적) 힘, I lost all the strength in my legs., 나는 다리에 힘이 빠졌다.
809, envelope, 봉투, There was a letter in the envelope., 봉투 안에는 편지 한 통이 들어 있었다.
810, cell, 세포, Our bodies are made up of cells., 우리 몸은 세포로 구성되어 있다.
811, sight, 시력, My grandmother has bad sight., 할머니는 시력이 나쁘다.
812, nor, ~도 또한 …아니다, It's neither hot nor cold today., 오늘은 덥지도 춥지도 않다.
813, shoot, 쏘다, He shot a gun at the target., 그는 그 표적을 향해 총을 쏘았다.
814, tender, 다정한, She looked at me with a tender smile., 그녀는 다정한 미소로 나를 바라보았다.
815, perhaps, 아마/ 어쩌면, Perhaps it will rain tomorrow., 아마 내일은 비가 올 것이다.
816, float, (물 위에) 뜨다, I can't float in the water., 나는 물에 뜨지 못한다.
817, national, 국가의/ 국가적인, The national flower of England is the rose., 영국의 국화는 장미이다.
818, feast, 연회/ 잔치, I enjoyed a feast with my family in the garden., 나는 정원에서 가족들과 연회를 즐겼다.
819, pardon, 용서(하다), Pardon me for being rude., 제 무례함을 용서하세요.
820, purpose, 목적, What is the purpose of your visit?, 방문 목적이 무엇입니까?
821, totally, 완전히, I totally forgot about her birthday., 나는 그녀의 생일에 대해 완전히 잊고 있었다.
822, title, 제목, Do you know the title of this song?, 이 노래의 제목을 아니?
823, blame, 비난하다, They blamed him for losing the game., 그들은 경기에 진 것에 대해 그를 비난했다.
824, fuel, 연료, The car uses a lot of fuel., 그 차는 연료가 많이 든다.
825, moonlight, 달빛, Moonlight shone between the clouds., 달빛이 구름 사이로 빛났다.
826, kindness, 친절/ 상냥함, Thank you for your kindness., 당신의 친절에 감사드립니다.
827, shut, 닫다, She shut the door quietly., 그녀는 조용히 문을 닫았다.
828, forgive, 용서하다, Please forgive my mistakes., 제 실수를 용서해 주세요.
829, usually, 보통, I usually walk to school., 나는 보통 걸어서 등교한다.
830, cast, 던지다, He cast a stone into the pond., 그는 연못에 돌을 던졌다.
831, deal, 처리하다/ 거래, Can you deal with the problem?, 그 문제를 처리할 수 있겠니?
832, growth, 성장/ 발육, Sunlight is important for a plant's growth., 햇빛은 식물의 성장에 중요하다.
833, volunteer, 지원자; 자원봉사자, I need a volunteer for the study., 그 연구의 지원자가 필요해.
834, typhoon, 태풍, The typhoon changed its course., 그 태풍은 진로를 바꾸었다.
835, roll, 구르다, A pen rolled under the table., 펜 하나가 탁자 밑으로 굴러갔다.
836, completely, 완전히, The machine was completely broken., 그 기계는 완전히 부서졌다.
837, scared, 겁에 질린, He isn't scared of failure., 그는 실패를 두려워하지 않는다.
838, speed, 속력/ 속도, The train runs at a high speed., 그 기차는 고속으로 달린다.
839, tour, 여행/ 관광, I went on a tour of China., 나는 중국으로 여행을 떠났다.
840, performance, 공연, When does the performance start?, 그 공연은 언제 시작하니?
841, happen, (사건 등이) 일어나다, The accident happened yesterday., 그 사고는 어제 일어났다.
842, condition, 상태, The car is in good condition., 그 차는 상태가 좋다.
843, independence, 독립, He gave his life for his country's independence., 그는 조국의 독립을 위해 목숨을 바쳤다.
844, fantasy, 공상/ 환상, She has a fantasy about love., 그녀는 사랑에 대해 환상이 있다.
845, worst, 최악의, It was the worst day of my life., 내 생애 최악의 날이었다.
846, cycle, 순환/ 주기, What causes the cycle of the seasons?, 계절의 순환이 일어나는 원인은 무엇입니까?
847, closet, 벽장, The closet is full of clothes., 그 벽장은 옷으로 가득 차 있다.
848, serve, 제공하다, Dinner is served at seven., 저녁 식사는 7시에 제공됩니다.
849, pleased, 기쁜, I'm pleased to hear the good news., 좋은 소식을 듣게 되어 기쁩니다.
850, owner, 주인, Are you the owner of this car?, 당신이 이 차의 주인입니까?
851, stomachache, 위통/ 복통, I had a stomachache after lunch., 나는 점심 후에 배가 아팠다.
852, waste, 낭비, It's a waste of money to buy it., 그것을 사는 건 돈 낭비이다.
853, suit, 정장, He likes to wear gray suits., 그는 회색 정장을 즐겨 입는다.
854, tease, 놀리다, Don't tease your little sister., 여동생을 놀리지 마라.
855, comfortable, 편안한, I feel very comfortable with my family., 나는 가족들과 있으면 매우 편안하다.
856, opinion, 의견, Tell me your opinion on the matter., 그 문제에 대한 네 의견을 말해봐.
857, order, 명령[지시]하다, He ordered me to sit down., 그는 내게 앉으라고 명령했다.
858, since, ~이래로, I've lived here since last year., 나는 작년부터 여기에 살고 있다.
859, bacteria, 박테리아, Some bacteria can cause diseases., 어떤 박테리아는 질병을 일으킬 수 있다.
860, digest, 소화시키다, Fried foods are difficult to digest., 튀긴 음식은 소화가 잘 안 된다.
861, scenery, 풍경/ 경치, We enjoyed the scenery at the beach., 우리는 해변에서 경치를 즐겼다.
862, information, 정보, This website has a lot of useful information., 이 웹사이트는 유용한 정보가 많다.
863, favor, 호의/ 부탁, Can I ask you a favor?, 부탁 하나 해도 될까요?
864, ordinary, 평범한, She is an ordinary office worker., 그녀는 평범한 회사원이다.
865, skip, 거르다/ 건너뛰다, I skipped breakfast today., 나는 오늘 아침을 걸렀다.
866, against, ~에 대항하여, He fought against the enemy., 그는 적군에 대항하여 싸웠다.
867, exhibition, 전시회, The museum is holding an art exhibition., 그 미술관은 미술 전시회를 열고 있다.
868, engineer, 기술자, The engineer took the engine apart., 그 기술자는 엔진을 분해했다.
869, introduce, 소개하다, Let me introduce myself., 제 소개를 하겠습니다.
870, treat, 대하다/ 치료하다, She treats me like a child., 그녀는 나를 아이처럼 대한다.
871, deliver, 배달하다, I deliver newspapers every morning., 나는 매일 아침 신문을 배달한다.
872, stretch, 늘이다; 늘어나다, This sweater stretches easily., 이 스웨터는 잘 늘어난다.
873, narrator, 서술자, The narrator in this novel is a little girl., 이 소설에서 서술자는 어린 소녀이다.
874, exercise, 운동, You should do more exercise., 당신은 운동을 더 해야 합니다.
875, crowded, 붐비는, The street was crowded with people., 거리는 사람들로 붐볐다.
876, mysterious, 신비한, The universe is a very mysterious place., 우주는 정말 신비한 곳이다.
877, spoil, 망치다, The rain spoiled our picnic., 비가 우리의 소풍을 망쳐 놓았다.
878, polar, 극지방의, The polar ice caps are melting., 극지방의 얼음 덩어리들이 녹고 있다.
879, movement, 동작/ 움직임, The movements of the dancer were beautiful., 그 무용수의 동작들은 아름다웠다.
880, height, 키/ 높이, He is 180 cm in height., 그는 키가 180cm이다.
881, stranger, 낯선[모르는] 사람, She is a stranger to me., 그녀는 내가 모르는 사람이다.
882, situation, 상황, We are in a difficult situation., 우리는 어려운 상황에 처해 있다.
883, actually, 실제로/ 정말로, Did she actually say like that?, 그녀가 정말로 그렇게 말했니?
884, structure, 구조, The structure of the sentence is not simple., 그 문장의 구조는 간단하지 않다.
885, servant, 하인/ 고용인, The servant was loyal to his master., 그 하인은 주인에게 충실했다.
886, recommend, 추천하다, Can you recommend a movie?, 영화 좀 추천해 줄래?
887, bold, 대담한/ 굵은, They made a bold decision., 그들은 대담한 결정을 내렸다.
888, pollute, 오염시키다, The river was polluted with oil., 그 강은 기름으로 오염되었다.
889, portrait, 초상(화), He is drawing a portrait of the model., 그는 그 모델의 초상화를 그리고 있다.
890, expression, 표현, Everyone has the freedom of expression., 모든 사람은 표현의 자유가 있다.
891, virtual, 사실상의/ 가상의, He is the virtual ruler of the country., 그는 사실상 그 나라의 지배자이다.
892, vet, 수의사, I took my dog to the vet., 나는 내 개를 수의사에게 데려갔다.
893, figure, 수치; 숫자, Last year's sales figures were good., 작년 매출 수치는 좋았다.
894, upset, 화난/ 속상한, I was upset about failing the test., 나는 시험에 떨어져서 속상했다.
895, trade, 무역[교역], Trade between the two countries has grown., 두 나라간의 교역이 증가했다.
896, terrible, 끔찍한, I saw a terrible car accident., 나는 끔찍한 교통사고를 보았다.
897, recycle, 재활용하다, We recycle all our bottles., 우리는 병을 모두 재활용한다.
898, experience, 경험, Do you have experience in this field?, 이 분야에 경험이 있나요?
899, respond, 반응[대응]하다, They responded well to the change., 그들은 그 변화에 잘 대응했다.
900, script, 대본, He is writing a film script., 그는 영화 대본을 쓰고 있다.
901, sink, 가라앉다, The boat began to sink., 그 보트는 가라앉기 시작했다.
902, forecast, 예측[예보]하다, Rain is forecast for tomorrow., 내일은 비가 올 것으로 예측된다.
903, appearance, 외모, They are similar in appearance., 그들은 외모가 비슷하다.
904, feature, 특징/ 특색, What is the feature of this car?, 이 차의 특징은 무엇입니까?
905, presentation, 수여[식]/ 발표, The presentation of prizes will be on Monday., 그 시상식은 월요일에 있을 예정이다.
906, reduce, 줄이다, Try to reduce your mistakes., 실수를 줄이려 노력해라.
907, traditional, 전통의, She is wearing traditional Korean clothing., 그녀는 한국 전통 의상을 입고 있다.
908, function, 기능, What is the function of the heart?, 심장의 기능은 무엇입니까?
909, project, 프로젝트, The company is working on a new project., 그 회사는 새 프로젝트를 작업하고 있다.
910, freezing, 몹시 추운, It's freezing outside., 밖이 정말 추워요.
911, arrest, 체포하다, The police arrested the thief., 경찰은 그 도둑을 체포했다.
912, pity, 동정/ 연민, She felt pity for the beggar., 그녀는 그 거지에게 연민을 느꼈다.
913, canal, 운하/ 수로, The ship passed through the canal., 그 배는 운하를 통과했다.
914, complain, 불평하다, He complained about the poor service., 그는 형편없는 서비스에 대해 불평했다.
915, environment, 자연환경, We should protect the environment., 우리는 자연환경을 보호해야 한다.
916, temperature, 온도/ 기온, The temperature will reach 35 ℃ today., 오늘 기온이 섭씨 35도까지 올라갈 것이다.
917, satisfy, 만족시키다, His answer didn't satisfy me., 그의 대답은 나를 만족시키지 못했다.
918, surprisingly, 놀랄 만큼, The test was surprisingly difficult., 그 시험은 의외로 어려웠다.
919, physical, 신체의, How's your physical condition?, 몸 상태는 어떤가요?
920, stroke, 타격/ 스트로크, He has a strong forehand stroke., 그는 강력한 포핸드 스트로크를 가지고 있다.
921, motivate, 동기를 부여하다, What motivates you in your work?, 일에서 당신에게 동기를 부여하는 것은 무엇입니까?
922, advantage, 장점, Low price is the advantage of this product., 저렴한 가격이 이 제품의 장점이다.
923, generally, 일반적으로, Generally/ men are taller than women., 일반적으로 남성이 여성보다 키가 크다.
924, impossible, 불가능한, It is impossible to finish it by tomorrow., 내일까지 그 일을 끝내는 것은 불가능하다.
925, similar, 비슷한, The two dolls are similar in size., 그 두 인형은 크기가 비슷하다.
926, sincere, 진실된, Please accept my sincere thanks., 저의 진심 어린 감사를 받아 주세요.
927, private, 사적인, My parents don't respect my private life., 부모님은 내 사생활을 존중해주지 않는다.
928, overcome, 극복하다, He overcame his fear of water., 그는 물에 대한 두려움을 극복했다.
929, uneasy, 걱정되는, She felt uneasy about her son's future., 그녀는 아들의 장래가 걱정되었다.
930, apology, 사과/ 사죄, I made an apology for being late., 나는 늦은 것에 대해 사과했다.
931, valuable, 값비싼/ 귀중한, The watch is very valuable., 그 시계는 매우 비싸다.
932, well-known, 잘 알려진, The city is well-known for its night view., 그 도시는 야경으로 유명하다.
933, argue, 언쟁[논쟁]하다, I don't want to argue with you., 나는 너와 논쟁하고 싶지 않아.
934, planet, 행성, Earth is the third planet from the Sun., 지구는 태양으로부터 세 번째 행성이다.
935, persuade, 설득하다, They persuaded him to stay., 그들은 그가 머물도록 설득했다.
936, interested, 흥미를 가진, She is interested in history., 그녀는 역사에 관심이 있다.
937, impression, 인상/ 감상, He gave me a good impression., 그는 내게 좋은 인상을 주었다.
938, confident, 자신감 있는, I'm confident of his success., 나는 그의 성공을 확신한다.
939, unexpected, 뜻밖의, It was an unexpected result., 그것은 뜻밖의 결과였다.
940, express, 표현하다, We need to express our feelings., 우리는 감정을 표현할 필요가 있다.
941, extreme, 극도의/ 극심한, I felt extreme pain in my knee., 나는 무릎에 극심한 통증을 느꼈다.
942, support, 지지[지원], They got a lot of support from their fans., 그들은 팬들로부터 많은 지지를 받았다.
943, describe, 묘사하다, Can you describe the man to me?, 그 남자가 어떻게 생겼는지 제게 말해 주시겠어요?
944, unlike, ~와 다른, He is unlike any other., 그는 다른 사람과 다르다.
945, difficulty, 어려움, She has difficulty in walking., 그녀는 걷는 데 어려움이 있다.
946, positive, 긍정적인, It has a positive effect on your health., 그것은 건강에 긍정적인 효과가 있다.
947, challenge, 도전, This project was a challenge for me., 이 프로젝트는 내게 도전이었다.
948, unbelievable, 믿기 어려운, That story is unbelievable., 그 이야기는 믿기 어렵다.
949, miserable, 비참한, Those poor children live miserable lives., 그 가난한 아이들은 비참한 삶을 살고 있다.
950, personality, 성격/ 인격, She has a very warm personality., 그녀는 성격이 매우 온화하다.
